Vg increasing,gate 15 - Source voltage,ic+,ic-,datapath
1.0,-10.0,6.944561530881279e-10,-6.92828411596986e-10,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-9.79999999999993,,,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-9.59999999999993,1.7763390978063352e-10,-1.7218223010165202e-10,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-9.399999999999931,7.411174149753564e-10,-7.397658608776722e-10,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-9.199999999999932,3.467215497737067e-10,-3.5621496227689133e-10,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-8.999999999999932,1.6860269280885322e-09,-1.7226647141937263e-09,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-8.799999999999933,3.284158356159394e-09,-3.1851612971654185e-09,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-8.599999999999934,1.6962098448435362e-09,-1.7014374714381258e-09,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-8.399999999999935,7.191000817117429e-10,-7.324995828889917e-10,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-8.199999999999935,2.5222056645174937e-09,-2.5222125563337336e-09,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-7.999999999999936,3.5546435084540736e-09,-3.5103077589421394e-09,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-7.799999999999937,3.830104175064358e-09,-3.828419661203179e-09,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-7.5999999999999375,4.252819659107419e-08,-4.236075143813548e-08,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-7.399999999999938,1.1450251343145449e-07,-1.1391714163132602e-07,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-7.199999999999939,1.6589693621820193e-07,-1.6598770784258516e-07,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-6.99999999999994,2.692542217219062e-07,-2.828402501744509e-07,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-6.79999999999994,4.6415639099162065e-07,-4.6506478788183045e-07,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-6.599999999999941,6.850725919341038e-07,-6.914552719384207e-07,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-6.399999999999942,9.264756214321625e-07,-9.619593818881712e-07,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-6.1999999999999424,1.187084361470799e-06,-1.2170931796165677e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-5.999999999999943,1.4465321932822683e-06,-1.4688966332195691e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-5.799999999999944,1.7291000835288222e-06,-1.7871526265335265e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-5.599999999999945,2.0065083875111664e-06,-2.0603760106417852e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-5.399999999999945,2.3069725431457114e-06,-2.3657083538927674e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-5.199999999999946,2.5266112150640384e-06,-2.5671603678643777e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-4.999999999999947,2.7465197789479453e-06,-2.8264372784916913e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-4.799999999999947,2.9668459918877115e-06,-3.0346552844576133e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-4.599999999999948,3.1266503416517345e-06,-3.205295254034919e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-4.399999999999949,3.2862858494673716e-06,-3.3254957290928456e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-4.1999999999999496,3.3690072732919226e-06,-3.406210619162483e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-3.9999999999999503,3.488767297432378e-06,-3.5461627251913962e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-3.799999999999951,3.525871998819437e-06,-3.545428645063104e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-3.5999999999999517,3.5675525638019423e-06,-3.6252090965002873e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-3.3999999999999524,3.6060882440185413e-06,-3.6465512987318607e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-3.199999999999953,3.625836424515303e-06,-3.665885444966088e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-2.999999999999954,3.626108543445495e-06,-3.686619216939232e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-2.7999999999999545,3.666505205315074e-06,-3.7066062528997197e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-2.5999999999999552,3.7058386467720993e-06,-3.7254979063846436e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-2.399999999999956,3.666083702959054e-06,-3.7067321057468327e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-2.1999999999999567,3.725852262683887e-06,-3.765554507584438e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-1.9999999999999574,3.7457554283536056e-06,-3.7853248157348624e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-1.799999999999958,3.727055016424083e-06,-3.7854252556690396e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-1.5999999999999588,3.7540110823090177e-06,-3.7859802414705044e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-1.3999999999999595,3.766054552697853e-06,-3.805500242089184e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-1.1999999999999602,3.785812729054783e-06,-3.806259806862207e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-0.9999999999999609,3.7869481521132063e-06,-3.832148033563962e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-0.7999999999999616,3.785998872492613e-06,-3.806118955900163e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-0.5999999999999623,3.766712811003243e-06,-3.8250243482288865e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-0.39999999999996305,3.8059762954692293e-06,-3.84537298987558e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,-0.19999999999996376,3.8052499473034377e-06,-3.825524230365556e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,3.552713678800501e-14,3.785860279785046e-06,-3.824929403945783e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,0.20000000000003482,3.805636953884705e-06,-3.8268966464102685e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,0.4000000000000341,3.805218717561195e-06,-3.825700408803264e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,0.6000000000000334,3.7857835257823206e-06,-3.8251956299656535e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,0.8000000000000327,3.785208451527593e-06,-3.8056593098949703e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,1.000000000000032,3.785430690294436e-06,-3.805485862157583e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,1.2000000000000313,3.766078206956464e-06,-3.8050491018210503e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,1.4000000000000306,3.745960606995818e-06,-3.7657315398952257e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,1.6000000000000298,3.7472990758408765e-06,-3.7655961440547043e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,1.8000000000000291,3.7454219130305825e-06,-3.765480356814729e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,2.0000000000000284,3.70587472844139e-06,-3.744847863582373e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,2.2000000000000277,3.6691334947186358e-06,-3.705309215493649e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,2.400000000000027,3.645291530967743e-06,-3.6658792108498596e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,2.6000000000000263,3.645986121736053e-06,-3.665528677232628e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,2.8000000000000256,3.6267150686921466e-06,-3.6455985379987505e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,3.000000000000025,3.625336715316561e-06,-3.6451261018500752e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,3.200000000000024,3.605215289466077e-06,-3.6252577309626246e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,3.4000000000000234,3.585766974702886e-06,-3.6056691153380465e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,3.6000000000000227,3.5854065244326373e-06,-3.6057900686979164e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,3.800000000000022,3.5651858010676418e-06,-3.585697774170773e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,4.000000000000021,3.545321310527383e-06,-3.5654671807111515e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,4.200000000000021,3.5059324404350464e-06,-3.545328930042574e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,4.40000000000002,3.5053546457511777e-06,-3.525102319387675e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,4.600000000000019,3.4894199014321355e-06,-3.524827062658656e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,4.8000000000000185,3.5052259606186467e-06,-3.5244793779440736e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,5.000000000000018,3.465908453580068e-06,-3.4857511787492153e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,5.200000000000017,3.451249076733852e-06,-3.484757419593478e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,5.400000000000016,3.4371522502831344e-06,-3.4653672960268897e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,5.600000000000016,3.4257009296167793e-06,-3.445903115634392e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,5.800000000000015,3.4058638923939688e-06,-3.4255776881805656e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,6.000000000000014,3.385320587197918e-06,-3.4053007615193285e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,6.2000000000000135,3.365810335940668e-06,-3.3852749896627197e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,6.400000000000013,3.3454487606227425e-06,-3.3648883010926065e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,6.600000000000012,3.3056725731645098e-06,-3.325362202038607e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,6.800000000000011,3.2858838224882045e-06,-3.3059785578172125e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,7.000000000000011,3.271527747608344e-06,-3.30589875589608e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,7.20000000000001,3.2946538445404704e-06,-3.325158476544431e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,7.400000000000009,3.3053168932291606e-06,-3.325082887385262e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,7.6000000000000085,3.285625814707855e-06,-3.3124300368434216e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,7.800000000000008,3.2855768746546554e-06,-3.305744062918835e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,8.000000000000007,3.2658149864469235e-06,-3.285762682238546e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,8.200000000000006,3.265676181787339e-06,-3.2857504278459625e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,8.400000000000006,3.2458843838799604e-06,-3.2658295107619682e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,8.600000000000005,3.2265876125455537e-06,-3.2459226738651528e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,8.800000000000004,3.2058006924594894e-06,-3.225802548627652e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,9.000000000000004,3.1862423840785904e-06,-3.211926901624149e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,9.200000000000003,3.1664810528530494e-06,-3.186281056878101e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,9.400000000000002,3.16567119612066e-06,-3.185742744845e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,9.600000000000001,3.1460568294693044e-06,-3.165907825696164e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,9.8,3.126718184729324e-06,-3.1462083453139525e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
1.0,10.0,3.1262433411707786e-06,-3.1459778102583093e-06,2024/01/Data_0115/JS633-W2_Wsc@v3.1_Wsc=0.9um-NNE_WFS06-206.hdf5
